CNPJ,
02717445000112,ZZ
02723623000118,ZZ
02834696000187,ZZ
02934443000185,ZZ
02941216000187,ZZ
02989653000170,ZZ
03056609000170,ZZ
03243617000126,S0
03636919000164,ZZ
03864631000147,ZZ
03873757000188,ZZ
04078043000736,ZZ
04124182000163,S0
04485521000218,ZZ
04832584000112,S0
04859858000167,ZZ
04997653000148,ZZ
05330384000124,S0
05341148000294,S0
05373654000184,ZZ
05781115000184,ZZ
05803850000141,ZZ
05901831000158,ZZ
06559726000145,ZZ
06929224000169,ZZ
06990590000123,S0
07041060000100,ZZ
07392677000161,ZZ
07441158000146,S0
07653265000138,ZZ
07835204000191,ZZ
08250880000166,ZZ
08767786000189,S0
08865615000192,ZZ
09240519000111,S0
09420488000180,ZZ
10416729000105,ZZ
10784446000108,ZZ
10805605000103,S0
11038935000183,ZZ
11517276000168,ZZ
11702316000141,ZZ
12433420001201,ZZ
13021784000186,S0
13347016000117,S0
13474263000184,ZZ
13938145000180,ZZ
14599193000153,ZZ
15011982000275,S0
15871177000130,S0
17054817000145,ZZ
17444053000102,ZZ
17506310000185,ZZ
17704522000177,ZZ
17919605000183,ZZ
18080579000105,ZZ
18295175000139,ZZ
18475438000191,S0
19416363000130,ZZ
20346875000157,ZZ
20619347000124,ZZ
21010955000108,S0
21361170000171,ZZ
21530851000116,ZZ
21685528000111,ZZ
21918040000197,ZZ
21985575000180,ZZ
22168141000150,S0
22843417000159,ZZ
22892578000132,ZZ
22965804000168,ZZ
23053266000106,ZZ
23129279000294,ZZ
23192809000168,ZZ
23551213000107,ZZ
23871225000119,S0
23933487000160,ZZ
24005986000150,ZZ
24287110000144,ZZ
24324513000116,ZZ
24783629000113,ZZ
24942732000169,ZZ
24961198000138,ZZ
25091429000162,ZZ
25136859000153,ZZ
25210259000198,ZZ
25301500000194,ZZ
25404225000134,ZZ
26094725000180,ZZ
26470585000105,ZZ
26694781000155,ZZ
26747677000181,ZZ
26772949000101,ZZ
27201543000123,ZZ
27270805000101,ZZ
27306023000185,ZZ
27373774000203,ZZ
27578434000120,S0
27626290000806,S0
27949964000137,ZZ
28527516000108,ZZ
28647987000150,ZZ
28866219000197,ZZ
28899353000194,ZZ
29039158000157,ZZ
29309127009478,S0
29511607000118,ZZ
29686756000118,ZZ
29853571000150,ZZ
29989288000150,ZZ
30110749000152,ZZ
30128515000132,ZZ
30521870000177,ZZ
30539184000123,ZZ
30642115000140,ZZ
30858974000171,ZZ
31121020000144,ZZ
31627453000176,S0
31709853000120,ZZ
31839543000120,ZZ
32125203000109,ZZ
32213442000102,ZZ
32842123000166,ZZ
32980044000111,ZZ
33131079000149,S0
33132097000145,ZZ
33468546000120,ZZ
33600242000175,S0
33958721000168,ZZ
34088335000125,ZZ
34199668000121,ZZ
34443108000170,ZZ
34563057000110,ZZ
34649887000165,ZZ
35538318000105,ZZ
35656179000114,ZZ
35820448001884,S0
35839170000149,ZZ
35900533000104,ZZ
36275534000178,ZZ
36297410000193,ZZ
36325342000129,ZZ
36355777000116,ZZ
36561136000118,ZZ
36816094000119,ZZ
36908074000178,ZZ
37087223000148,ZZ
37313540000135,ZZ
38000862000197,ZZ
38054508000145,ZZ
38711543000190,ZZ
39566059000187,S0
39984951000188,ZZ
40225366000183,ZZ
40551559000124,ZZ
40610475000114,ZZ
40982474000109,ZZ
41324667000127,ZZ
41476187000181,ZZ
41490229000139,ZZ
41931481000136,ZZ
41982193000100,ZZ
43010581000155,ZZ
43042560000111,ZZ
43166657000136,ZZ
43176964000106,ZZ
43262770000115,ZZ
43272843000150,ZZ
43732640000107,ZZ
44156756000108,ZZ
44174943000106,ZZ
44641724000190,ZZ
44962786000101,ZZ
45339405000197,S0
45616907000118,ZZ
45737304000174,ZZ
45941727000101,ZZ
45959266000102,ZZ
46221575000135,ZZ
46775530000102,ZZ
47736155000154,ZZ
48291270000125,ZZ
48757828000115,ZZ
49619381000180,ZZ
50579780000144,ZZ
50914934000107,ZZ
51330300000170,ZZ
51880754000114,ZZ
52704921000139,ZZ
53073728000100,ZZ
54295526000175,ZZ
54360564000164,ZZ
54608937000173,ZZ
61486650000183,ZZ
66970229001805,ZZ
68112747000175,S0
69275337000108,S0
72602071000175,ZZ
80680093000181,ZZ
92306257000780,ZZ
01380327000107,ZZ
01440590000136,S0
02306218000102,ZZ
04306284000108,ZZ
05805349000114,ZZ
36577947000107,ZZ
50277375000171,ZZ
59456277000338,ZZ
11655267000133,S0
31394583000106,ZZ
54276936001574,ZZ
10769033000154,S0
01280128000119,ZZ
00486423000163,ZZ
08107725000195,ZZ
04740876000125,S0
07651215000111,S0
03603739001824,S0
04238160000396,S0
55168339000193,ZZ
34008137000104,S0
24890120000170,ZZ
25308390000192,ZZ
12098610000159,ZZ
31935468000100,ZZ
17947386000146,ZZ
54544311000140,ZZ
54886499000105,ZZ
36577947000107,ZZ
00486423000759,ZZ
09461647000195,S0
07098450000108,S0
19203552000125,ZZ
55130818000110,ZZ
08314044000106,S0
60860087019894,ZZ
24745983000234,S0
02306218000102,ZZ
50277375000171,ZZ
02667694000140,S0
35802825000104,ZZ
37263509000137,ZZ
31035773000137,ZZ
01945638000168,S0
14239754000103,ZZ
30548025000195,ZZ
56301557000117,ZZ
01594754000180,ZZ
26987917000115,ZZ
32517813000140,ZZ
11015426000135,ZZ
03301398000275,S0
10450805000190,S0
31170338000115,ZZ
05639032000317,ZZ
58861204000105,S0
32464252000168,ZZ
40665254000143,ZZ
28287705000150,ZZ
10494766000123,ZZ
31571911000100,ZZ
07149957000143,ZZ
44203391000117,S0
15321808000148,ZZ
18813043000151,ZZ
42529356000167,ZZ
44210051000113,ZZ
24934739000139,ZZ
17978226000164,ZZ
02424403000193,ZZ
35780120000133,ZZ
52165300000124,ZZ
78589504000186,S0
06163033000139,ZZ
31661797000100,ZZ
14743560000140,ZZ
01640262000183,S0
03317467000158,S0
00547851000159,S0
55858182000128,ZZ
59456277000338,ZZ
36129947000144,ZZ
58103636000149,ZZ
40935631000117,S0
45010370000148,ZZ
45417427000128,ZZ
28515653000122,ZZ
40525236000166,ZZ
28840741000108,ZZ
23770422000141,ZZ
50579453000192,ZZ
05607657000801,S0
04506592000179,ZZ
04824534000193,S0
02558157015941,S0
00486423001305,ZZ
33477670000152,S0
28029133000100,ZZ
06160688000153,ZZ
43802462000135,ZZ
07651215000200,S0
29912285000119,S0
01720317000165,S0
08736011001118,S0
04887445000196,S0
10461807000185,S0
24932024000147,S0
20035683000120,S0
54314761000147,S0
60444607000192,ZZ
47133512000190,ZZ
48256243000111,ZZ
19498921000154,ZZ
13543819000147,ZZ
55884468000188,S0
09620977000186,S0
59405956000116,ZZ
50351250000144,S0
40068326000175,ZZ
40064270000180,ZZ
54607533000165,ZZ
04158100000100,ZZ
19031878000112,S0
54964161000124,ZZ
59304596000166,ZZ
58193070000193,ZZ
10646692000101,ZZ
09001324000119,ZZ
07278519000185,ZZ
05724370000195,S0
01610517001803,ZZ
48511663000105,ZZ
18284905000104,ZZ
58069695000148,ZZ
22968806000100,ZZ
24857887000105,ZZ
00937476000153,ZZ
48256243000111,ZZ
54371953000195,ZZ
61276544000175,ZZ
